symbol,queriedSymbol,period,strongBuy,buy,hold,sell,strongSell
HYREQ,HYREQ,2023-07-01,4,4,1,0,0
HYREQ,HYREQ,2023-06-01,4,4,1,0,0
HYREQ,HYREQ,2023-05-01,4,4,1,0,0
HYREQ,HYREQ,2023-04-01,4,4,1,0,0
5946.T,CFSKF,2024-06-01,0,0,3,3,1
5946.T,CFSKF,2024-05-01,0,0,3,3,1
5946.T,CFSKF,2024-04-01,0,0,3,3,1
5946.T,CFSKF,2024-03-01,0,0,3,3,1
QEC.TO,QTEYF,2021-12-01,0,0,2,3,2
QEC.TO,QTEYF,2021-11-01,0,0,2,3,2
QEC.TO,QTEYF,2021-10-01,0,0,2,3,2
QEC.TO,QTEYF,2021-09-01,0,0,2,3,2
TLX.DE,TNXXF,2024-08-01,0,1,8,4,1
TLX.DE,TNXXF,2024-07-01,0,1,8,4,1
TLX.DE,TNXXF,2024-06-01,0,1,8,4,1
TLX.DE,TNXXF,2024-05-01,0,1,8,4,1
NG,NG,2024-08-01,3,5,2,0,0
NG,NG,2024-07-01,3,5,2,0,0
NG,NG,2024-06-01,3,5,2,0,0
NG,NG,2024-05-01,3,5,2,0,0
JDW.L,JDWPF,2024-08-01,5,7,7,0,0
JDW.L,JDWPF,2024-07-01,5,7,7,0,0
JDW.L,JDWPF,2024-06-01,5,7,8,0,0
JDW.L,JDWPF,2024-05-01,5,7,8,0,0
002460.SZ,GNENF,2024-08-01,5,14,5,2,1
002460.SZ,GNENF,2024-07-01,6,14,4,2,1
002460.SZ,GNENF,2024-06-01,6,14,4,2,1
002460.SZ,GNENF,2024-05-01,6,13,5,2,1
1802.T,OBYCF,2024-08-01,2,7,3,0,0
1802.T,OBYCF,2024-07-01,2,7,3,0,0
1802.T,OBYCF,2024-06-01,2,6,4,0,0
1802.T,OBYCF,2024-05-01,1,6,4,1,0
HLGN,HLGN,2024-08-01,0,0,3,1,2
HLGN,HLGN,2024-07-01,0,0,3,1,2
HLGN,HLGN,2024-06-01,0,0,3,1,2
HLGN,HLGN,2024-05-01,0,0,3,1,2
1SXP.DE,STTPF,2024-08-01,4,5,8,0,0
1SXP.DE,STTPF,2024-07-01,4,4,9,0,0
1SXP.DE,STTPF,2024-06-01,4,4,9,0,0
1SXP.DE,STTPF,2024-05-01,4,4,8,0,0
IAM.CS,MAOTF,2024-08-01,1,3,3,0,0
IAM.CS,MAOTF,2024-07-01,1,3,3,0,0
IAM.CS,MAOTF,2024-06-01,0,0,4,4,1
IAM.CS,MAOTF,2024-05-01,0,0,4,4,1
TSN,TSN,2024-08-01,2,4,9,1,0
TSN,TSN,2024-07-01,2,4,9,1,0
TSN,TSN,2024-06-01,3,4,9,1,0
TSN,TSN,2024-05-01,3,4,9,1,0
PARNF,PARNF,2021-12-01,3,5,1,0,0
PARNF,PARNF,2021-11-01,3,5,1,0,0
PARNF,PARNF,2021-10-01,3,5,1,0,0
PARNF,PARNF,2021-09-01,3,5,1,0,0
HLUN A.CO,HLUBF,2022-10-01,2,6,11,0,0
HLUN A.CO,HLUBF,2022-09-01,2,7,10,1,0
HLUN A.CO,HLUBF,2022-08-01,2,7,10,1,0
HLUN A.CO,HLUBF,2022-07-01,2,6,9,2,0
RMBL,RMBL,2024-08-01,4,5,2,0,0
RMBL,RMBL,2024-07-01,4,5,2,0,0
RMBL,RMBL,2024-06-01,4,5,2,0,0
RMBL,RMBL,2024-05-01,4,5,2,0,0
ENTG.V,ETRGF,2022-12-01,0,0,3,3,1
ENTG.V,ETRGF,2022-11-01,0,0,3,3,1
ENTG.V,ETRGF,2022-10-01,0,0,3,3,1
ENTG.V,ETRGF,2022-09-01,0,0,3,3,1
EN.PA,BOUYF,2024-08-01,4,8,7,2,0
EN.PA,BOUYF,2024-07-01,4,8,7,2,0
EN.PA,BOUYF,2024-06-01,4,8,7,2,0
EN.PA,BOUYF,2024-05-01,4,8,7,2,0
DMGI.V,DMGGF,2024-08-01,1,3,1,0,0
DMGI.V,DMGGF,2024-07-01,1,3,1,0,0
DMGI.V,DMGGF,2024-06-01,1,3,1,0,0
DMGI.V,DMGGF,2024-05-01,1,3,1,0,0
APDN,APDN,2024-08-01,2,4,2,0,0
APDN,APDN,2024-07-01,2,4,2,0,0
APDN,APDN,2024-06-01,2,4,2,0,0
APDN,APDN,2024-05-01,2,5,1,0,0
SNDA,SNDA,2024-01-01,0,0,2,2,2
SNDA,SNDA,2023-12-01,0,0,2,2,2
SNDA,SNDA,2023-11-01,0,0,2,2,2
SNDA,SNDA,2023-10-01,0,0,2,2,2
2001.HK,CNEWF,2024-08-01,6,6,2,0,0
2001.HK,CNEWF,2024-07-01,6,7,2,0,0
2001.HK,CNEWF,2024-06-01,7,6,2,0,0
2001.HK,CNEWF,2024-05-01,7,6,2,0,0
FG,FG,2024-08-01,0,0,4,3,3
FG,FG,2024-07-01,0,0,4,3,3
FG,FG,2024-06-01,0,0,4,3,3
FG,FG,2024-05-01,0,0,4,3,3
1563.HK,ALCIF,2023-09-01,3,3,1,0,0
1563.HK,ALCIF,2023-08-01,3,3,1,0,0
1563.HK,ALCIF,2023-07-01,3,3,1,0,0
1563.HK,ALCIF,2023-06-01,3,3,1,0,0
FIS,FIS,2024-08-01,8,11,16,0,0
FIS,FIS,2024-07-01,8,12,15,0,0
FIS,FIS,2024-06-01,8,12,15,0,0
FIS,FIS,2024-05-01,8,12,15,0,0
EGIO,EGIO,2024-08-01,0,0,5,1,2
EGIO,EGIO,2024-07-01,0,0,5,1,2
EGIO,EGIO,2024-06-01,0,0,5,1,2
EGIO,EGIO,2024-05-01,0,0,5,1,2
CARL B.CO,CABJF,2024-08-01,8,11,7,0,0
CARL B.CO,CABJF,2024-07-01,8,11,7,0,0
CARL B.CO,CABJF,2024-06-01,8,12,8,0,0
CARL B.CO,CABJF,2024-05-01,8,12,8,0,0
DOUG,DOUG,2024-08-01,3,3,2,0,0
DOUG,DOUG,2024-07-01,3,3,2,0,0
DOUG,DOUG,2024-06-01,3,3,2,0,0
DOUG,DOUG,2024-05-01,3,3,2,0,0
IPWR,IPWR,2024-07-01,2,4,1,0,0
IPWR,IPWR,2024-06-01,2,4,1,0,0
IPWR,IPWR,2024-05-01,2,4,1,0,0
IPWR,IPWR,2024-04-01,2,4,1,0,0
SNNAQ,SNNAQ,2023-01-01,3,5,1,0,0
SNNAQ,SNNAQ,2022-12-01,3,5,1,0,0
SNNAQ,SNNAQ,2022-11-01,3,5,1,0,0
SNNAQ,SNNAQ,2022-10-01,3,5,1,0,0
KVHI,KVHI,2024-05-01,2,4,1,0,0
KVHI,KVHI,2024-04-01,2,4,1,0,0
KVHI,KVHI,2024-03-01,2,4,1,0,0
KVHI,KVHI,2024-02-01,2,4,1,0,0
FAN.L,VLUTF,2024-08-01,6,7,3,0,0
FAN.L,VLUTF,2024-07-01,6,7,3,0,0
FAN.L,VLUTF,2024-06-01,6,7,4,0,0
FAN.L,VLUTF,2024-05-01,6,8,3,0,0
MAPI.JK,PMDKF,2024-08-01,4,12,3,0,0
MAPI.JK,PMDKF,2024-07-01,5,11,2,0,0
MAPI.JK,PMDKF,2024-06-01,6,10,3,0,0
MAPI.JK,PMDKF,2024-05-01,5,10,3,0,0
2168.T,PGUPF,2021-12-01,0,0,2,4,1
2168.T,PGUPF,2021-11-01,0,0,2,4,1
2168.T,PGUPF,2021-10-01,0,0,2,4,1
2168.T,PGUPF,2021-09-01,0,0,2,4,1
WSTL,WSTL,2021-12-01,2,4,1,0,0
WSTL,WSTL,2021-11-01,2,4,1,0,0
WSTL,WSTL,2021-10-01,2,4,1,0,0
WSTL,WSTL,2021-09-01,2,4,1,0,0
VRLA.PA,VRLAF,2024-08-01,7,10,2,0,0
VRLA.PA,VRLAF,2024-07-01,7,10,1,0,0
VRLA.PA,VRLAF,2024-06-01,7,10,1,0,0
VRLA.PA,VRLAF,2024-05-01,7,8,2,0,0
ONB,ONB,2024-08-01,3,6,4,0,0
ONB,ONB,2024-07-01,3,6,3,0,0
ONB,ONB,2024-06-01,3,5,3,0,0
ONB,ONB,2024-05-01,3,5,4,0,0
CAMX.ST,CAMRF,2024-08-01,4,6,3,0,0
CAMX.ST,CAMRF,2024-07-01,4,6,3,0,0
CAMX.ST,CAMRF,2024-06-01,4,6,3,0,0
CAMX.ST,CAMRF,2024-05-01,4,6,3,0,0
KLR.L,KLRGF,2024-08-01,6,6,1,0,0
KLR.L,KLRGF,2024-07-01,6,6,1,0,0
KLR.L,KLRGF,2024-06-01,7,6,1,0,0
KLR.L,KLRGF,2024-05-01,7,5,1,0,0
1893.T,PNOCF,2024-08-01,1,7,2,0,0
1893.T,PNOCF,2024-07-01,1,7,2,0,0
1893.T,PNOCF,2024-06-01,1,7,2,0,0
1893.T,PNOCF,2024-05-01,1,7,2,0,0
7762.T,CHCLF,2024-08-01,1,0,5,4,2
7762.T,CHCLF,2024-07-01,1,0,5,4,2
7762.T,CHCLF,2024-06-01,1,0,4,4,2
7762.T,CHCLF,2024-05-01,1,0,4,4,2
6183.T,BLSYF,2024-08-01,1,5,3,0,0
6183.T,BLSYF,2024-07-01,1,5,3,0,0
6183.T,BLSYF,2024-06-01,1,5,3,0,0
6183.T,BLSYF,2024-05-01,1,5,3,0,0
NEXI.MI,NEXPF,2024-08-01,7,11,5,0,0
NEXI.MI,NEXPF,2024-07-01,7,10,7,0,0
NEXI.MI,NEXPF,2024-06-01,7,10,6,1,0
NEXI.MI,NEXPF,2024-05-01,7,10,6,1,0
HSY,HSY,2024-08-01,4,4,20,0,0
HSY,HSY,2024-07-01,4,4,20,0,0
HSY,HSY,2024-06-01,4,4,20,1,0
HSY,HSY,2024-05-01,4,4,19,1,0
BHVN,BHVN,2024-08-01,6,11,1,0,0
BHVN,BHVN,2024-07-01,6,10,1,0,0
BHVN,BHVN,2024-06-01,6,10,1,0,0
BHVN,BHVN,2024-05-01,6,10,1,0,0
OSUR,OSUR,2024-08-01,3,3,5,0,0
OSUR,OSUR,2024-07-01,3,3,5,0,0
OSUR,OSUR,2024-06-01,3,3,6,0,0
OSUR,OSUR,2024-05-01,3,3,6,0,0
MTLO.V,DRKOF,2023-10-01,0,0,3,3,1
MTLO.V,DRKOF,2023-09-01,0,0,3,3,1
MTLO.V,DRKOF,2023-08-01,0,0,3,3,1
MTLO.V,DRKOF,2023-07-01,0,0,3,3,1
CDD.AX,COLDF,2021-12-01,1,3,1,0,0
CDD.AX,COLDF,2021-11-01,1,3,1,0,0
CDD.AX,COLDF,2021-10-01,1,3,1,0,0
CDD.AX,COLDF,2021-09-01,1,3,1,0,0
NICE.TA,NCSYF,2024-08-01,7,8,1,0,0
NICE.TA,NCSYF,2024-07-01,7,8,1,0,0
NICE.TA,NCSYF,2024-06-01,7,8,1,0,0
NICE.TA,NCSYF,2024-05-01,7,8,1,0,0
REC.MI,RCDTF,2024-08-01,2,5,7,1,0
REC.MI,RCDTF,2024-07-01,2,5,7,1,0
REC.MI,RCDTF,2024-06-01,2,5,7,1,0
REC.MI,RCDTF,2024-05-01,2,5,7,1,0
USGO,USGO,2024-08-01,2,4,1,0,0
USGO,USGO,2024-07-01,2,4,1,0,0
USGO,USGO,2024-06-01,2,4,1,0,0
USGO,USGO,2024-05-01,2,5,1,0,0
CTXR,CTXR,2024-08-01,2,6,1,0,0
CTXR,CTXR,2024-07-01,2,5,1,0,0
CTXR,CTXR,2024-06-01,2,5,1,0,0
CTXR,CTXR,2024-05-01,2,6,1,0,0
GAN,GAN,2024-08-01,0,0,4,4,1
GAN,GAN,2024-07-01,0,0,4,4,1
GAN,GAN,2024-06-01,0,0,4,4,1
GAN,GAN,2024-05-01,0,0,4,4,1
3697.T,SFTTF,2024-08-01,3,5,5,0,0
3697.T,SFTTF,2024-07-01,3,5,4,0,0
3697.T,SFTTF,2024-06-01,3,5,4,0,0
3697.T,SFTTF,2024-05-01,3,5,4,0,0
WINT,WINT,2024-08-01,0,0,3,1,2
WINT,WINT,2024-07-01,0,0,3,1,2
WINT,WINT,2024-06-01,0,0,3,1,2
WINT,WINT,2024-05-01,0,0,3,1,2
OWLT,OWLT,2024-08-01,2,4,1,0,0
OWLT,OWLT,2024-07-01,2,4,1,0,0
OWLT,OWLT,2024-06-01,2,4,1,0,0
OWLT,OWLT,2024-05-01,2,4,1,0,0
2331.HK,LNNGF,2024-08-01,13,20,10,1,0
2331.HK,LNNGF,2024-07-01,14,19,10,1,0
2331.HK,LNNGF,2024-06-01,14,20,10,1,0
2331.HK,LNNGF,2024-05-01,19,21,9,1,0
IQV,IQV,2024-08-01,7,14,7,0,0
IQV,IQV,2024-07-01,8,14,6,0,0
IQV,IQV,2024-06-01,8,12,6,0,0
IQV,IQV,2024-05-01,8,12,6,0,0
PBYI,PBYI,2024-08-01,0,1,3,2,2
PBYI,PBYI,2024-07-01,0,1,3,2,2
PBYI,PBYI,2024-06-01,0,1,3,2,2
PBYI,PBYI,2024-05-01,0,1,3,2,2
HSON,HSON,2023-10-01,2,4,1,0,0
HSON,HSON,2023-09-01,2,4,1,0,0
HSON,HSON,2023-08-01,2,4,1,0,0
HSON,HSON,2023-07-01,2,4,1,0,0
PSFE,PSFE,2024-08-01,1,0,7,3,2
PSFE,PSFE,2024-07-01,1,0,7,3,2
PSFE,PSFE,2024-06-01,1,0,7,3,2
PSFE,PSFE,2024-05-01,1,0,7,3,2
STM.DE,SIUAF,2024-08-01,3,8,3,0,1
STM.DE,SIUAF,2024-07-01,3,8,3,0,1
STM.DE,SIUAF,2024-06-01,3,8,3,0,1
STM.DE,SIUAF,2024-05-01,2,8,3,0,1
9552.T,MAARF,2024-08-01,3,8,1,0,0
9552.T,MAARF,2024-07-01,3,8,1,0,0
9552.T,MAARF,2024-06-01,3,8,1,0,0
9552.T,MAARF,2024-05-01,3,8,1,0,0
DCI,DCI,2024-08-01,2,3,6,1,0
DCI,DCI,2024-07-01,2,3,5,1,0
DCI,DCI,2024-06-01,1,0,6,5,1
DCI,DCI,2024-05-01,1,0,6,5,1
CBFV,CBFV,2024-08-01,0,0,5,1,2
CBFV,CBFV,2024-07-01,0,0,5,1,2
CBFV,CBFV,2024-06-01,0,0,5,1,2
CBFV,CBFV,2024-05-01,0,0,5,1,2
4443.T,SNSNF,2024-08-01,3,6,2,0,0
4443.T,SNSNF,2024-07-01,3,6,2,0,0
4443.T,SNSNF,2024-06-01,2,6,3,0,0
4443.T,SNSNF,2024-05-01,2,6,3,0,0
5726.T,OSTTF,2024-08-01,3,3,1,0,0
5726.T,OSTTF,2024-07-01,3,3,1,0,0
5726.T,OSTTF,2024-06-01,3,3,1,0,0
5726.T,OSTTF,2024-05-01,3,3,1,0,0
AVTX,AVTX,2024-08-01,0,0,3,1,2
AVTX,AVTX,2024-07-01,0,0,3,1,2
AVTX,AVTX,2024-06-01,0,0,3,1,2
AVTX,AVTX,2024-05-01,0,0,3,1,2
EL.PA,ESLOF,2024-08-01,8,14,9,0,0
EL.PA,ESLOF,2024-07-01,7,15,9,0,1
EL.PA,ESLOF,2024-06-01,7,14,10,0,1
EL.PA,ESLOF,2024-05-01,7,14,10,0,1
FSRL,FSRL,2024-08-01,3,4,1,0,0
FSRL,FSRL,2024-07-01,3,4,1,0,0
FSRL,FSRL,2024-06-01,3,4,1,0,0
FSRL,FSRL,2024-05-01,3,4,1,0,0
PHVS,PHVS,2024-08-01,6,5,1,1,0
PHVS,PHVS,2024-07-01,6,5,1,1,0
PHVS,PHVS,2024-06-01,6,5,1,1,0
PHVS,PHVS,2024-05-01,6,5,1,1,0
GFG.DE,GLFGF,2024-08-01,0,0,3,4,1
GFG.DE,GLFGF,2024-07-01,0,0,3,4,1
GFG.DE,GLFGF,2024-06-01,0,0,3,4,1
GFG.DE,GLFGF,2024-05-01,0,0,3,4,1
MGM,MGM,2024-08-01,6,15,6,0,0
MGM,MGM,2024-07-01,5,16,5,0,0
MGM,MGM,2024-06-01,4,16,5,0,0
MGM,MGM,2024-05-01,4,15,6,0,0
LWAY,LWAY,2024-08-01,2,5,1,0,0
LWAY,LWAY,2024-07-01,2,5,1,0,0
LWAY,LWAY,2024-06-01,2,5,1,0,0
LWAY,LWAY,2024-05-01,2,4,2,0,0
ELD.TO,EGO,2024-08-01,1,8,4,1,0
ELD.TO,EGO,2024-07-01,1,8,4,1,0
ELD.TO,EGO,2024-06-01,1,8,4,1,0
ELD.TO,EGO,2024-05-01,1,7,5,1,0
APTV,APTV,2024-08-01,10,14,5,3,0
APTV,APTV,2024-07-01,10,14,4,3,0
APTV,APTV,2024-06-01,10,15,5,2,0
APTV,APTV,2024-05-01,10,15,5,2,0
BALYO.PA,BYYLF,2023-12-01,0,0,3,1,3
BALYO.PA,BYYLF,2023-11-01,0,0,3,1,3
BALYO.PA,BYYLF,2023-10-01,0,0,3,1,3
BALYO.PA,BYYLF,2023-09-01,0,0,3,1,3
7203.T,TOYOF,2024-08-01,5,13,7,0,0
7203.T,TOYOF,2024-07-01,5,13,8,0,0
7203.T,TOYOF,2024-06-01,5,13,9,0,0
7203.T,TOYOF,2024-05-01,7,12,8,0,0
ALFEN.AS,ALFNF,2024-08-01,1,1,9,3,5
ALFEN.AS,ALFNF,2024-07-01,1,1,7,3,5
ALFEN.AS,ALFNF,2024-06-01,7,7,6,1,0
ALFEN.AS,ALFNF,2024-05-01,6,8,6,1,0
7707.T,PCNEF,2023-02-01,0,0,3,3,1
7707.T,PCNEF,2023-01-01,0,0,3,3,1
7707.T,PCNEF,2022-12-01,0,0,3,3,1
7707.T,PCNEF,2022-11-01,0,0,3,3,1
RS1.L,EENEF,2024-08-01,4,9,10,0,0
RS1.L,EENEF,2024-07-01,4,10,8,1,0
RS1.L,EENEF,2024-06-01,4,10,7,1,0
RS1.L,EENEF,2024-05-01,6,9,6,1,0
EIGRQ,EIGRQ,2024-08-01,4,4,1,0,0
EIGRQ,EIGRQ,2024-07-01,4,4,1,0,0
EIGRQ,EIGRQ,2024-06-01,4,4,1,0,0
EIGRQ,EIGRQ,2024-05-01,4,4,1,0,0
PLBC,PLBC,2024-08-01,2,4,1,0,0
PLBC,PLBC,2024-07-01,2,4,1,0,0
PLBC,PLBC,2024-06-01,2,4,1,0,0
PLBC,PLBC,2024-05-01,2,4,1,0,0
WFC,WFC,2024-08-01,4,12,15,0,0
WFC,WFC,2024-07-01,4,12,16,0,0
WFC,WFC,2024-06-01,4,12,16,0,0
WFC,WFC,2024-05-01,4,12,16,0,0
LIVEPOLC-1.MX,ELPQF,2024-08-01,2,7,9,3,0
LIVEPOLC-1.MX,ELPQF,2024-07-01,2,8,8,3,0
LIVEPOLC-1.MX,ELPQF,2024-06-01,2,8,8,3,0
LIVEPOLC-1.MX,ELPQF,2024-05-01,2,8,7,3,0
AGMR.V,AGMRF,2024-08-01,2,3,1,0,0
AGMR.V,AGMRF,2024-07-01,2,3,1,0,0
AGMR.V,AGMRF,2024-06-01,2,3,1,0,0
AGMR.V,AGMRF,2024-05-01,2,3,1,0,0
9698.HK,GDHLF,2024-08-01,5,6,2,0,0
9698.HK,GDHLF,2024-07-01,5,6,2,0,0
9698.HK,GDHLF,2024-06-01,5,6,2,0,0
9698.HK,GDHLF,2024-05-01,4,6,2,0,0
NBHC,NBHC,2024-08-01,2,5,4,0,0
NBHC,NBHC,2024-07-01,2,6,3,0,0
NBHC,NBHC,2024-06-01,2,6,3,0,0
NBHC,NBHC,2024-05-01,2,6,3,0,0
SNN.CN,SNNVF,2021-12-01,0,0,3,3,1
SNN.CN,SNNVF,2021-11-01,0,0,3,3,1
SNN.CN,SNNVF,2021-10-01,0,0,3,3,1
SNN.CN,SNNVF,2021-09-01,2,2,1,0,0
6430.T,DKKUF,2021-12-01,0,0,3,3,1
6430.T,DKKUF,2021-11-01,0,0,3,3,1
6430.T,DKKUF,2021-10-01,0,0,3,3,1
6430.T,DKKUF,2021-09-01,0,0,3,3,1
TUD.V,TDRRF,2024-08-01,3,7,1,0,0
TUD.V,TDRRF,2024-07-01,3,7,1,0,0
TUD.V,TDRRF,2024-06-01,3,7,1,0,0
TUD.V,TDRRF,2024-05-01,3,7,1,0,0
HPQ,HPQ,2024-08-01,4,8,8,1,0
HPQ,HPQ,2024-07-01,4,8,8,1,0
HPQ,HPQ,2024-06-01,4,7,8,1,0
HPQ,HPQ,2024-05-01,4,7,7,2,0
IPO.L,IPZYF,2024-08-01,3,6,1,0,0
IPO.L,IPZYF,2024-07-01,3,6,1,0,0
IPO.L,IPZYF,2024-06-01,3,6,1,0,0
IPO.L,IPZYF,2024-05-01,4,5,1,0,0
S58.SI,SPASF,2024-08-01,4,6,3,0,0
S58.SI,SPASF,2024-07-01,4,7,2,0,0
S58.SI,SPASF,2024-06-01,4,7,2,0,0
S58.SI,SPASF,2024-05-01,4,6,2,0,0
REVG,REVG,2024-08-01,3,4,2,1,0
REVG,REVG,2024-07-01,3,4,2,1,0
REVG,REVG,2024-06-01,3,4,1,1,0
REVG,REVG,2024-05-01,3,4,1,1,0
PLTK,PLTK,2024-08-01,6,4,8,1,0
PLTK,PLTK,2024-07-01,6,4,9,1,0
PLTK,PLTK,2024-06-01,6,5,7,1,0
PLTK,PLTK,2024-05-01,6,5,7,1,0
FCFS,FCFS,2024-08-01,3,5,3,0,0
FCFS,FCFS,2024-07-01,3,5,3,0,0
FCFS,FCFS,2024-06-01,3,5,2,0,0
FCFS,FCFS,2024-05-01,3,5,2,0,0
RBI.VI,RAIFF,2024-08-01,5,6,5,1,0
RBI.VI,RAIFF,2024-07-01,5,6,5,1,0
RBI.VI,RAIFF,2024-06-01,6,6,5,1,0
RBI.VI,RAIFF,2024-05-01,7,5,5,1,0
CWCO,CWCO,2024-08-01,3,4,1,0,0
CWCO,CWCO,2024-07-01,3,4,1,0,0
CWCO,CWCO,2024-06-01,3,4,1,0,0
CWCO,CWCO,2024-05-01,3,4,1,0,0
RKT,RKT,2024-08-01,0,0,11,9,1
RKT,RKT,2024-07-01,0,0,11,9,1
RKT,RKT,2024-06-01,0,0,11,9,1
RKT,RKT,2024-05-01,0,0,11,9,1
9504.T,CGKEF,2024-08-01,0,1,4,4,1
9504.T,CGKEF,2024-07-01,0,1,4,4,1
9504.T,CGKEF,2024-06-01,0,1,4,4,1
9504.T,CGKEF,2024-05-01,0,1,4,4,1
AAON,AAON,2024-08-01,4,5,3,0,0
AAON,AAON,2024-07-01,4,5,2,0,0
AAON,AAON,2024-06-01,4,4,3,0,0
AAON,AAON,2024-05-01,4,4,3,0,0
ARCAD.AS,ARCVF,2024-08-01,7,8,2,1,0
ARCAD.AS,ARCVF,2024-07-01,7,8,2,1,0
ARCAD.AS,ARCVF,2024-06-01,8,7,2,1,0
ARCAD.AS,ARCVF,2024-05-01,8,7,2,1,0
2282.HK,MCHVF,2024-08-01,8,10,3,0,0
2282.HK,MCHVF,2024-07-01,8,10,3,0,0
2282.HK,MCHVF,2024-06-01,9,9,3,0,0
2282.HK,MCHVF,2024-05-01,9,9,3,0,0
BCM.V,BCEKF,2024-08-01,3,5,1,0,0
BCM.V,BCEKF,2024-07-01,3,5,1,0,0
BCM.V,BCEKF,2024-06-01,3,5,1,0,0
BCM.V,BCEKF,2024-05-01,3,5,1,0,0
CDIO,CDIO,2024-08-01,2,5,1,0,0
CDIO,CDIO,2024-07-01,2,5,1,0,0
CDIO,CDIO,2024-06-01,2,5,1,0,0
CDIO,CDIO,2024-05-01,2,5,1,0,0
XVIVO.ST,XVIPF,2024-08-01,5,5,3,0,0
XVIVO.ST,XVIPF,2024-07-01,5,6,2,0,0
XVIVO.ST,XVIPF,2024-06-01,5,6,2,0,0
XVIVO.ST,XVIPF,2024-05-01,5,6,2,0,0
PAHC,PAHC,2024-08-01,0,0,3,4,2
PAHC,PAHC,2024-07-01,0,0,3,4,2
PAHC,PAHC,2024-06-01,0,0,3,4,2
PAHC,PAHC,2024-05-01,0,0,3,4,2
SYNT.L,SYYYF,2024-08-01,2,4,8,0,0
SYNT.L,SYYYF,2024-07-01,2,4,8,0,0
SYNT.L,SYYYF,2024-06-01,2,4,8,0,0
SYNT.L,SYYYF,2024-05-01,2,4,8,0,0
DRX.L,DRXGF,2024-08-01,5,7,3,0,1
DRX.L,DRXGF,2024-07-01,5,8,2,0,1
DRX.L,DRXGF,2024-06-01,5,8,2,0,1
DRX.L,DRXGF,2024-05-01,5,8,2,0,1
CCS,CCS,2024-08-01,0,1,4,5,1
CCS,CCS,2024-07-01,0,1,4,5,1
CCS,CCS,2024-06-01,0,1,4,5,1
CCS,CCS,2024-05-01,0,1,3,5,2
9832.T,ATBSF,2021-12-01,0,0,3,3,1
9832.T,ATBSF,2021-11-01,0,0,3,3,1
9832.T,ATBSF,2021-10-01,0,0,3,3,1
9832.T,ATBSF,2021-09-01,0,0,3,3,1
3339.HK,LONKF,2024-08-01,1,0,4,5,2
3339.HK,LONKF,2024-07-01,1,0,4,5,2
3339.HK,LONKF,2024-06-01,1,0,4,5,2
3339.HK,LONKF,2024-05-01,1,0,4,5,2
IMAX,IMAX,2024-08-01,4,10,2,1,0
IMAX,IMAX,2024-07-01,4,9,2,1,0
IMAX,IMAX,2024-06-01,4,9,2,1,0
IMAX,IMAX,2024-06-01,4,9,2,1,0
EQB.TO,EQGPF,2024-08-01,1,10,2,1,0
EQB.TO,EQGPF,2024-07-01,1,10,2,1,0
EQB.TO,EQGPF,2024-06-01,1,10,2,1,0
EQB.TO,EQGPF,2024-05-01,1,9,2,1,0
MPCFF,MPCFF,2024-01-01,5,4,2,0,0
MPCFF,MPCFF,2023-12-01,5,4,2,0,0
MPCFF,MPCFF,2023-11-01,5,5,2,0,0
MPCFF,MPCFF,2023-10-01,5,4,2,0,0
EDR,EDR,2024-08-01,2,4,8,0,0
EDR,EDR,2024-07-01,2,4,8,0,0
EDR,EDR,2024-06-01,2,4,8,0,0
EDR,EDR,2024-05-01,3,5,7,0,0
PAR,PAR,2024-08-01,4,6,4,0,0
PAR,PAR,2024-07-01,4,6,4,0,0
PAR,PAR,2024-06-01,3,6,5,0,0
PAR,PAR,2024-05-01,3,5,6,0,0
