symbol,queriedSymbol,period,strongBuy,buy,hold,sell,strongSell
3791.T,IGPTF,2024-08-01,2,2,1,0,0
3791.T,IGPTF,2024-07-01,2,2,1,0,0
3791.T,IGPTF,2024-06-01,2,2,1,0,0
3791.T,IGPTF,2024-05-01,2,2,1,0,0
LASR,LASR,2024-08-01,4,5,4,0,0
LASR,LASR,2024-07-01,4,5,4,0,0
LASR,LASR,2024-06-01,4,5,3,0,0
LASR,LASR,2024-05-01,4,5,3,0,0
AVT,AVT,2024-08-01,1,0,7,6,1
AVT,AVT,2024-07-01,1,0,7,6,1
AVT,AVT,2024-06-01,1,0,7,6,1
AVT,AVT,2024-05-01,1,0,7,6,1
SNPS,SNPS,2024-08-01,8,13,2,0,0
SNPS,SNPS,2024-07-01,8,14,2,0,0
SNPS,SNPS,2024-06-01,8,13,2,0,0
SNPS,SNPS,2024-05-01,8,14,1,0,0
A3M.MC,AIOSF,2024-08-01,4,4,7,1,0
A3M.MC,AIOSF,2024-07-01,4,4,7,1,0
A3M.MC,AIOSF,2024-06-01,4,6,5,1,0
A3M.MC,AIOSF,2024-05-01,4,6,5,1,0
ACIW,ACIW,2024-08-01,4,7,2,0,0
ACIW,ACIW,2024-07-01,4,7,2,0,0
ACIW,ACIW,2024-06-01,4,7,2,0,0
ACIW,ACIW,2024-05-01,4,7,2,0,0
SRBNK.OL,SBRKF,2024-08-01,5,7,3,0,0
SRBNK.OL,SBRKF,2024-07-01,5,7,3,0,0
SRBNK.OL,SBRKF,2024-06-01,5,7,3,0,0
SRBNK.OL,SBRKF,2024-05-01,5,8,3,0,0
GRAB,GRAB,2024-08-01,8,20,2,0,0
GRAB,GRAB,2024-07-01,8,20,2,0,0
GRAB,GRAB,2024-06-01,10,18,1,0,0
GRAB,GRAB,2024-05-01,10,17,1,0,0
RVSB,RVSB,2024-08-01,2,4,1,0,0
RVSB,RVSB,2024-07-01,2,4,1,0,0
RVSB,RVSB,2024-06-01,2,4,1,0,0
RVSB,RVSB,2024-05-01,2,4,1,0,0
BXB.AX,BMBLF,2024-08-01,1,11,4,1,2
BXB.AX,BMBLF,2024-07-01,1,11,4,1,2
BXB.AX,BMBLF,2024-06-01,1,10,5,1,2
BXB.AX,BMBLF,2024-05-01,1,10,5,1,2
HUSQ B.ST,HUQVF,2024-08-01,3,3,6,0,1
HUSQ B.ST,HUQVF,2024-07-01,4,3,5,0,1
HUSQ B.ST,HUQVF,2024-06-01,4,3,5,0,1
HUSQ B.ST,HUQVF,2024-05-01,4,3,5,0,1
GRDM.V,MSMGF,2024-08-01,1,4,1,0,0
GRDM.V,MSMGF,2024-07-01,1,3,1,0,0
GRDM.V,MSMGF,2024-06-01,1,3,1,0,0
GRDM.V,MSMGF,2024-05-01,1,3,1,0,0
BELFA,BELFA,2022-01-01,3,5,1,0,0
BELFA,BELFA,2021-12-01,3,5,1,0,0
BELFA,BELFA,2021-11-01,3,5,1,0,0
BELFA,BELFA,2021-10-01,3,5,1,0,0
NWN,NWN,2024-08-01,3,2,6,0,0
NWN,NWN,2024-07-01,3,2,6,0,0
NWN,NWN,2024-06-01,3,2,6,0,0
NWN,NWN,2024-05-01,3,2,6,0,0
AMTB,AMTB,2024-08-01,2,4,5,0,0
AMTB,AMTB,2024-07-01,3,4,4,0,0
AMTB,AMTB,2024-06-01,3,4,4,0,0
AMTB,AMTB,2024-05-01,3,4,4,0,0
BLCO,BLCO,2024-08-01,4,8,7,0,0
BLCO,BLCO,2024-07-01,4,7,7,0,0
BLCO,BLCO,2024-06-01,4,7,7,0,0
BLCO,BLCO,2024-05-01,4,6,8,0,0
CEI.V,CEIEF,2024-08-01,4,7,1,0,0
CEI.V,CEIEF,2024-07-01,4,7,1,0,0
CEI.V,CEIEF,2024-06-01,4,7,1,0,0
CEI.V,CEIEF,2024-05-01,4,7,1,0,0
VIG.VI,VNRGF,2024-08-01,4,3,1,0,0
VIG.VI,VNRGF,2024-07-01,4,3,1,0,0
VIG.VI,VNRGF,2024-06-01,4,3,1,0,0
VIG.VI,VNRGF,2024-05-01,4,3,1,0,0
FRPT,FRPT,2024-08-01,8,12,4,0,0
FRPT,FRPT,2024-07-01,8,12,4,0,0
FRPT,FRPT,2024-06-01,8,12,4,0,0
FRPT,FRPT,2024-05-01,8,10,5,0,0
ANIX,ANIX,2024-08-01,2,4,1,0,0
ANIX,ANIX,2024-07-01,2,4,1,0,0
ANIX,ANIX,2024-06-01,2,4,1,0,0
ANIX,ANIX,2024-05-01,2,4,1,0,0
VSAT,VSAT,2024-08-01,3,6,6,0,0
VSAT,VSAT,2024-07-01,3,6,6,0,0
VSAT,VSAT,2024-06-01,3,6,6,0,0
VSAT,VSAT,2024-05-01,3,6,6,0,0
VUZI,VUZI,2024-08-01,2,4,2,0,0
VUZI,VUZI,2024-07-01,2,4,2,0,0
VUZI,VUZI,2024-06-01,2,4,2,0,0
VUZI,VUZI,2024-05-01,2,4,2,0,0
BKSY,BKSY,2024-08-01,2,7,2,0,0
BKSY,BKSY,2024-07-01,2,7,2,0,0
BKSY,BKSY,2024-06-01,2,7,2,0,0
BKSY,BKSY,2024-05-01,2,7,2,0,0
WSO,WSO,2024-08-01,4,2,10,0,2
WSO,WSO,2024-07-01,4,2,10,0,2
WSO,WSO,2024-06-01,4,2,10,0,2
WSO,WSO,2024-05-01,4,2,10,1,1
PAY,PAY,2024-08-01,2,3,7,0,0
PAY,PAY,2024-07-01,0,0,10,4,1
PAY,PAY,2024-06-01,0,0,10,4,1
PAY,PAY,2024-05-01,0,0,10,4,1
CBSH,CBSH,2024-08-01,2,4,8,0,0
CBSH,CBSH,2024-07-01,2,4,8,0,0
CBSH,CBSH,2024-06-01,2,4,8,0,0
CBSH,CBSH,2024-05-01,2,4,8,0,0
TILT.NE,TLLTF,2024-08-01,2,4,2,0,0
TILT.NE,TLLTF,2024-07-01,2,4,2,0,0
TILT.NE,TLLTF,2024-06-01,2,4,2,0,0
TILT.NE,TLLTF,2024-05-01,2,4,2,0,0
GAM.SW,GMHLF,2024-08-01,0,0,3,3,1
GAM.SW,GMHLF,2024-07-01,0,0,3,3,1
GAM.SW,GMHLF,2024-06-01,0,0,3,3,1
GAM.SW,GMHLF,2024-05-01,0,0,3,3,1
NEO,NEO,2024-08-01,5,8,5,0,0
NEO,NEO,2024-07-01,5,8,4,0,0
NEO,NEO,2024-06-01,5,8,4,0,0
NEO,NEO,2024-05-01,5,8,4,0,0
WINE.L,NWINF,2024-08-01,3,2,2,0,0
WINE.L,NWINF,2024-07-01,3,2,2,0,0
WINE.L,NWINF,2024-06-01,3,2,2,0,0
WINE.L,NWINF,2024-05-01,3,2,2,0,0
BTE.TO,BTE,2024-08-01,2,8,4,0,0
BTE.TO,BTE,2024-07-01,2,8,4,0,0
BTE.TO,BTE,2024-06-01,2,9,4,0,0
BTE.TO,BTE,2024-05-01,2,9,4,0,0
PAX,PAX,2024-08-01,1,6,3,0,0
PAX,PAX,2024-07-01,1,6,3,0,0
PAX,PAX,2024-06-01,1,6,3,0,0
PAX,PAX,2024-05-01,1,6,3,0,0
RDWR,RDWR,2024-08-01,2,4,5,0,0
RDWR,RDWR,2024-07-01,2,4,4,0,0
RDWR,RDWR,2024-06-01,2,4,5,0,0
RDWR,RDWR,2024-05-01,2,4,5,0,0
ANEB,ANEB,2024-08-01,3,5,1,0,0
ANEB,ANEB,2024-07-01,3,5,1,0,0
ANEB,ANEB,2024-06-01,3,5,1,0,0
ANEB,ANEB,2024-05-01,3,5,1,0,0
DML.TO,DNN,2024-08-01,1,9,2,0,0
DML.TO,DNN,2024-07-01,1,8,2,0,0
DML.TO,DNN,2024-06-01,1,8,2,0,0
DML.TO,DNN,2024-05-01,1,8,2,0,0
WOR,WOR,2024-08-01,0,0,4,5,1
WOR,WOR,2024-07-01,0,0,4,5,1
WOR,WOR,2024-06-01,0,0,4,5,1
WOR,WOR,2024-05-01,0,0,4,5,1
SPC.V,SPCNF,2024-08-01,3,5,1,0,0
SPC.V,SPCNF,2024-07-01,3,5,1,0,0
SPC.V,SPCNF,2024-06-01,3,5,1,0,0
SPC.V,SPCNF,2024-05-01,3,6,1,0,0
CNSL,CNSL,2024-08-01,0,0,5,1,2
CNSL,CNSL,2024-07-01,0,0,5,1,2
CNSL,CNSL,2024-06-01,0,0,6,1,2
CNSL,CNSL,2024-05-01,0,0,6,1,2
1911.T,SMFRF,2024-08-01,1,7,2,0,0
1911.T,SMFRF,2024-07-01,1,6,3,0,0
1911.T,SMFRF,2024-06-01,1,6,3,0,0
1911.T,SMFRF,2024-05-01,1,6,3,0,0
4045.T,TOAGF,2024-08-01,1,3,1,0,0
4045.T,TOAGF,2024-07-01,1,3,1,0,0
4045.T,TOAGF,2024-06-01,1,3,1,0,0
4045.T,TOAGF,2024-05-01,1,3,1,0,0
MTG,MTG,2024-08-01,5,4,4,0,0
MTG,MTG,2024-07-01,5,4,4,0,0
MTG,MTG,2024-06-01,5,3,5,0,0
MTG,MTG,2024-05-01,5,3,5,0,0
SEZL,SEZL,2024-08-01,2,5,1,0,0
SEZL,SEZL,2024-07-01,2,4,1,0,0
SEZL,SEZL,2024-04-01,1,0,2,1,3
SEZL,SEZL,2024-03-01,1,0,2,1,3
ASO.AX,WMNNF,2024-08-01,1,3,1,0,0
ASO.AX,WMNNF,2024-07-01,1,3,1,0,0
ASO.AX,WMNNF,2024-06-01,1,3,1,0,0
ASO.AX,WMNNF,2024-05-01,1,3,1,0,0
INSM,INSM,2024-08-01,7,15,1,0,0
INSM,INSM,2024-07-01,7,15,1,0,0
INSM,INSM,2024-06-01,7,15,1,0,0
INSM,INSM,2024-05-01,7,15,1,0,0
267.HK,CTPCF,2024-08-01,2,4,2,1,0
267.HK,CTPCF,2024-07-01,2,4,2,1,0
267.HK,CTPCF,2024-06-01,2,4,2,1,0
267.HK,CTPCF,2024-05-01,2,3,3,1,0
GEST.MC,GMPUF,2024-08-01,5,9,6,0,0
GEST.MC,GMPUF,2024-07-01,5,9,6,0,0
GEST.MC,GMPUF,2024-06-01,5,9,6,0,0
GEST.MC,GMPUF,2024-05-01,5,9,6,0,0
CPG.L,CMPGF,2024-08-01,7,14,9,1,0
CPG.L,CMPGF,2024-07-01,7,14,9,1,0
CPG.L,CMPGF,2024-06-01,7,14,9,1,0
CPG.L,CMPGF,2024-05-01,6,14,9,1,0
INDU A.ST,IDDTF,2024-08-01,0,0,3,2,2
INDU A.ST,IDDTF,2024-07-01,0,0,3,2,2
INDU A.ST,IDDTF,2024-06-01,0,0,3,2,2
INDU A.ST,IDDTF,2024-05-01,0,0,3,2,2
LIVN,LIVN,2024-08-01,5,6,4,0,0
LIVN,LIVN,2024-07-01,5,6,4,0,0
LIVN,LIVN,2024-06-01,5,6,4,0,0
LIVN,LIVN,2024-05-01,5,6,4,0,0
SHEL.L,RYDAF,2024-08-01,5,12,7,0,0
SHEL.L,RYDAF,2024-07-01,5,12,7,0,0
SHEL.L,RYDAF,2024-06-01,5,12,7,0,0
SHEL.L,RYDAF,2024-05-01,5,12,7,0,0
TMG.V,TMGEF,2024-08-01,3,5,1,0,0
TMG.V,TMGEF,2024-07-01,3,5,1,0,0
TMG.V,TMGEF,2024-06-01,3,5,1,0,0
TMG.V,TMGEF,2024-05-01,3,5,1,0,0
EXO.AS,EXXRF,2024-08-01,3,5,3,0,0
EXO.AS,EXXRF,2024-07-01,3,5,3,0,0
EXO.AS,EXXRF,2024-06-01,3,6,3,0,0
EXO.AS,EXXRF,2024-05-01,3,6,3,0,0
IAG.L,BABWF,2024-08-01,8,10,7,0,0
IAG.L,BABWF,2024-07-01,8,11,6,0,0
IAG.L,BABWF,2024-06-01,8,12,5,0,0
IAG.L,BABWF,2024-05-01,8,12,5,0,0
HNL.DE,DRHNF,2024-08-01,2,3,1,0,0
HNL.DE,DRHNF,2024-07-01,2,3,1,0,0
HNL.DE,DRHNF,2024-06-01,2,3,1,0,0
HNL.DE,DRHNF,2024-05-01,2,3,1,0,0
KLIC,KLIC,2024-08-01,2,5,4,0,0
KLIC,KLIC,2024-07-01,2,5,4,0,0
KLIC,KLIC,2024-06-01,2,5,4,0,0
KLIC,KLIC,2024-05-01,2,5,4,0,0
FATE,FATE,2024-08-01,5,6,12,1,0
FATE,FATE,2024-07-01,5,6,12,1,0
FATE,FATE,2024-06-01,5,6,14,1,0
FATE,FATE,2024-05-01,5,6,14,1,0
300759.SZ,PHBBF,2024-08-01,7,11,3,3,0
300759.SZ,PHBBF,2024-07-01,8,11,3,3,0
300759.SZ,PHBBF,2024-06-01,9,11,3,3,0
300759.SZ,PHBBF,2024-05-01,10,11,3,3,0
ADVM,ADVM,2024-08-01,4,8,2,0,0
ADVM,ADVM,2024-07-01,4,8,2,0,0
ADVM,ADVM,2024-06-01,3,8,2,0,0
ADVM,ADVM,2024-05-01,3,8,2,0,0
3360.T,SHHPF,2024-08-01,1,5,2,0,0
3360.T,SHHPF,2024-07-01,1,5,2,0,0
3360.T,SHHPF,2024-06-01,1,5,2,0,0
3360.T,SHHPF,2024-05-01,1,5,2,0,0
CLMT,CLMT,2024-08-01,2,6,3,0,0
CLMT,CLMT,2024-07-01,2,7,3,0,0
CLMT,CLMT,2024-06-01,3,7,3,0,0
CLMT,CLMT,2024-05-01,3,7,3,0,0
710.HK,VARXF,2024-08-01,4,6,2,0,0
710.HK,VARXF,2024-07-01,4,6,2,0,0
710.HK,VARXF,2024-06-01,5,5,2,0,0
710.HK,VARXF,2024-05-01,5,5,2,0,0
WEN,WEN,2024-08-01,4,5,22,2,0
WEN,WEN,2024-07-01,4,5,22,2,0
WEN,WEN,2024-06-01,4,5,22,1,0
WEN,WEN,2024-05-01,4,5,22,1,0
CR,CR,2024-08-01,5,9,2,0,0
CR,CR,2024-07-01,5,9,2,0,0
CR,CR,2024-06-01,5,9,2,0,0
CR,CR,2024-05-01,5,9,2,0,0
ANAB,ANAB,2024-08-01,6,6,4,0,0
ANAB,ANAB,2024-07-01,6,6,4,0,0
ANAB,ANAB,2024-06-01,6,6,4,0,0
ANAB,ANAB,2024-05-01,6,6,4,0,0
SOWG,SOWG,2024-08-01,2,5,1,0,0
SOWG,SOWG,2024-07-01,2,5,1,0,0
SOWG,SOWG,2024-06-01,2,5,1,0,0
RMV.L,RTMVF,2024-08-01,7,11,2,5,2
RMV.L,RTMVF,2024-07-01,7,11,2,5,2
RMV.L,RTMVF,2024-06-01,5,12,3,4,2
RMV.L,RTMVF,2024-05-01,6,11,3,4,2
IVT.JO,IVCHF,2021-12-01,0,0,2,4,1
IVT.JO,IVCHF,2021-11-01,0,0,2,4,1
IVT.JO,IVCHF,2021-10-01,0,0,2,4,1
IVT.JO,IVCHF,2021-09-01,0,0,2,4,1
CVGW,CVGW,2024-08-01,2,5,2,0,0
CVGW,CVGW,2024-07-01,2,5,2,0,0
CVGW,CVGW,2024-06-01,2,5,3,0,0
CVGW,CVGW,2024-05-01,2,5,3,0,0
CEN.NZ,COENF,2024-08-01,2,5,2,0,0
CEN.NZ,COENF,2024-07-01,2,6,1,0,0
CEN.NZ,COENF,2024-06-01,2,6,1,0,0
CEN.NZ,COENF,2024-05-01,2,6,1,0,0
PRPH,PRPH,2024-08-01,2,4,1,0,0
PRPH,PRPH,2024-07-01,2,4,1,0,0
PRPH,PRPH,2024-06-01,2,4,1,0,0
PRPH,PRPH,2024-05-01,2,4,1,0,0
BBAJIOO.MX,BBAJF,2024-08-01,5,5,9,0,0
BBAJIOO.MX,BBAJF,2024-07-01,5,5,9,0,0
BBAJIOO.MX,BBAJF,2024-06-01,5,5,9,0,0
BBAJIOO.MX,BBAJF,2024-05-01,5,5,9,0,0
RBZHF,RBZHF,2021-12-01,3,5,1,0,0
RBZHF,RBZHF,2021-11-01,3,6,1,0,0
RBZHF,RBZHF,2021-10-01,3,6,1,0,0
RBZHF,RBZHF,2021-09-01,3,6,1,0,0
IAG.TO,IAFNF,2024-08-01,1,9,2,0,0
IAG.TO,IAFNF,2024-07-01,1,9,2,0,0
IAG.TO,IAFNF,2024-06-01,1,9,2,0,0
IAG.TO,IAFNF,2024-05-01,1,7,3,0,0
MAREL.IC,MRRLF,2024-08-01,4,5,1,0,0
MAREL.IC,MRRLF,2024-07-01,4,5,1,0,0
MAREL.IC,MRRLF,2024-06-01,4,5,1,0,0
MAREL.IC,MRRLF,2024-05-01,4,5,1,0,0
VSEC,VSEC,2024-08-01,4,7,1,0,0
VSEC,VSEC,2024-07-01,4,7,1,0,0
VSEC,VSEC,2024-06-01,3,7,1,0,0
VSEC,VSEC,2024-05-01,3,6,1,0,0
1716.T,DAIHF,2021-12-01,1,3,1,0,0
1716.T,DAIHF,2021-11-01,1,4,1,0,0
1716.T,DAIHF,2021-10-01,1,4,1,0,0
1716.T,DAIHF,2021-09-01,1,4,1,0,0
RTLL.LU,RGLXF,2024-08-01,3,3,3,0,0
RTLL.LU,RGLXF,2024-07-01,3,3,3,0,0
RTLL.LU,RGLXF,2024-06-01,3,3,3,0,0
RTLL.LU,RGLXF,2024-05-01,3,3,3,0,0
IMP.JO,IMPUF,2024-08-01,2,5,5,1,0
IMP.JO,IMPUF,2024-07-01,2,5,5,1,0
IMP.JO,IMPUF,2024-06-01,2,5,5,1,0
IMP.JO,IMPUF,2024-05-01,2,5,5,1,0
IMPP,IMPP,2024-08-01,2,4,1,0,0
IMPP,IMPP,2024-07-01,2,4,1,0,0
IMPP,IMPP,2024-06-01,2,4,1,0,0
IMPP,IMPP,2024-05-01,2,4,1,0,0
2780.T,KMHYF,2024-08-01,1,3,1,0,0
2780.T,KMHYF,2024-07-01,1,3,1,0,0
2780.T,KMHYF,2024-06-01,1,3,1,0,0
2780.T,KMHYF,2024-05-01,1,3,1,0,0
FIE.DE,FLMNF,2024-08-01,4,6,3,0,0
FIE.DE,FLMNF,2024-07-01,4,6,3,0,0
FIE.DE,FLMNF,2024-06-01,4,6,3,0,0
FIE.DE,FLMNF,2024-05-01,4,5,3,0,0
ROVI.MC,LABFF,2024-08-01,4,5,5,0,1
ROVI.MC,LABFF,2024-07-01,4,4,6,0,1
ROVI.MC,LABFF,2024-06-01,4,4,6,0,1
ROVI.MC,LABFF,2024-05-01,4,5,5,0,1
NEWS.CN,REGRF,2022-06-01,0,0,3,4,2
NEWS.CN,REGRF,2022-05-01,0,0,3,4,2
NEWS.CN,REGRF,2022-04-01,0,0,3,4,2
NEWS.CN,REGRF,2022-03-01,0,0,3,4,2
PHAR.L,SOCLF,2024-08-01,2,2,2,0,0
PHAR.L,SOCLF,2024-07-01,2,2,2,0,0
PHAR.L,SOCLF,2024-06-01,2,3,2,0,0
PHAR.L,SOCLF,2024-05-01,2,3,2,0,0
RAVE,RAVE,2021-12-01,0,0,3,1,2
RAVE,RAVE,2021-11-01,0,0,3,1,2
NTGR,NTGR,2024-08-01,2,4,2,0,0
NTGR,NTGR,2024-07-01,2,4,2,0,0
NTGR,NTGR,2024-06-01,2,4,3,0,0
NTGR,NTGR,2024-05-01,2,5,2,0,0
MLBI.JK,PBGDF,2024-08-01,2,4,1,0,0
MLBI.JK,PBGDF,2024-07-01,2,4,1,0,0
MLBI.JK,PBGDF,2024-06-01,2,4,1,0,0
MLBI.JK,PBGDF,2024-05-01,2,4,1,0,0
CANB,CANB,2023-04-01,2,4,1,0,0
CANB,CANB,2023-03-01,2,4,1,0,0
CANB,CANB,2023-02-01,2,4,1,0,0
CANB,CANB,2023-01-01,2,4,1,0,0
8544.T,KEIBF,2021-12-01,1,3,1,0,0
8544.T,KEIBF,2021-11-01,1,3,1,0,0
8544.T,KEIBF,2021-10-01,1,3,1,0,0
8544.T,KEIBF,2021-09-01,1,3,1,0,0
LUM.V,LMGDF,2024-08-01,3,7,1,0,0
LUM.V,LMGDF,2024-07-01,3,7,1,0,0
LUM.V,LMGDF,2024-06-01,3,7,1,0,0
LUM.V,LMGDF,2024-05-01,3,6,1,0,0
NGEX.TO,NGXXF,2024-08-01,3,8,1,0,0
NGEX.TO,NGXXF,2024-07-01,3,8,1,0,0
NGEX.TO,NGXXF,2024-06-01,3,7,1,0,0
NGEX.TO,NGXXF,2024-05-01,2,7,1,0,0
9605.T,TOEIF,2024-08-01,2,3,2,0,0
9605.T,TOEIF,2024-07-01,2,3,2,0,0
9605.T,TOEIF,2024-06-01,2,3,2,0,0
9605.T,TOEIF,2024-05-01,2,3,2,0,0
AKE.PA,ARKAF,2024-08-01,5,10,7,0,0
AKE.PA,ARKAF,2024-07-01,5,10,6,1,0
AKE.PA,ARKAF,2024-06-01,5,9,6,1,0
AKE.PA,ARKAF,2024-05-01,5,9,6,1,0
PUR.V,PAUIF,2024-08-01,3,5,1,0,0
PUR.V,PAUIF,2024-07-01,3,5,1,0,0
PUR.V,PAUIF,2024-06-01,3,5,1,0,0
PUR.V,PAUIF,2024-05-01,3,5,1,0,0
5186.T,NTTAF,2024-08-01,0,0,3,3,1
5186.T,NTTAF,2024-07-01,0,0,3,3,1
5186.T,NTTAF,2024-06-01,0,0,3,3,1
5186.T,NTTAF,2024-05-01,0,0,3,3,1
SPB.TO,SUUIF,2024-08-01,1,10,4,0,0
SPB.TO,SUUIF,2024-07-01,1,11,3,0,0
SPB.TO,SUUIF,2024-06-01,1,11,3,0,0
SPB.TO,SUUIF,2024-05-01,1,11,3,0,0
2400.HK,XDNCF,2024-08-01,7,7,1,1,0
2400.HK,XDNCF,2024-07-01,7,7,2,0,0
2400.HK,XDNCF,2024-06-01,7,8,2,0,0
2400.HK,XDNCF,2024-05-01,7,8,2,0,0
API.CN,APAAF,2023-02-01,0,0,3,3,1
API.CN,APAAF,2023-01-01,0,0,3,3,1
API.CN,APAAF,2022-12-01,0,0,3,3,1
API.CN,APAAF,2022-11-01,0,0,3,3,1
ARCH.V,ACHFF,2024-08-01,0,0,3,3,1
ARCH.V,ACHFF,2024-07-01,0,0,3,3,1
ARCH.V,ACHFF,2024-06-01,0,0,3,3,1
ARCH.V,ACHFF,2024-05-01,0,0,3,3,1
GL,GL,2024-08-01,4,8,6,0,0
GL,GL,2024-07-01,4,8,5,1,0
GL,GL,2024-06-01,4,8,5,1,0
GL,GL,2024-05-01,4,8,5,1,0
REM.JO,RMGOF,2024-08-01,1,0,3,3,2
REM.JO,RMGOF,2024-07-01,1,0,3,3,2
REM.JO,RMGOF,2024-06-01,1,0,3,3,2
REM.JO,RMGOF,2024-05-01,1,0,3,3,2
5411.T,JFEEF,2024-08-01,3,9,5,0,0
5411.T,JFEEF,2024-07-01,3,9,5,0,0
5411.T,JFEEF,2024-06-01,3,9,5,0,0
5411.T,JFEEF,2024-05-01,2,9,6,0,0
HOFT,HOFT,2023-12-01,3,3,1,0,0
HOFT,HOFT,2023-11-01,3,3,1,0,0
HOFT,HOFT,2023-10-01,3,3,1,0,0
HOFT,HOFT,2023-09-01,3,3,1,0,0
5302.T,NCRBF,2024-08-01,0,0,3,3,1
5302.T,NCRBF,2024-07-01,0,0,3,3,1
5302.T,NCRBF,2024-06-01,0,0,3,3,1
5302.T,NCRBF,2024-05-01,0,0,3,3,1
EMO.V,EMOTF,2024-04-01,4,4,1,0,0
EMO.V,EMOTF,2024-03-01,4,4,1,0,0
EMO.V,EMOTF,2024-02-01,4,4,1,0,0
EMO.V,EMOTF,2024-01-01,4,4,1,0,0
BAMI.MI,BNCZF,2024-08-01,4,8,7,2,0
BAMI.MI,BNCZF,2024-07-01,6,7,7,2,0
BAMI.MI,BNCZF,2024-06-01,6,8,6,2,0
BAMI.MI,BNCZF,2024-05-01,6,8,6,2,0
SWAN.V,BSWGF,2024-08-01,2,2,1,0,0
SWAN.V,BSWGF,2024-07-01,2,2,1,0,0
SWAN.V,BSWGF,2024-06-01,2,2,1,0,0
SWAN.V,BSWGF,2024-05-01,2,2,1,0,0
PNN.L,PEGRF,2024-08-01,4,8,8,0,0
PNN.L,PEGRF,2024-07-01,4,8,8,0,0
PNN.L,PEGRF,2024-06-01,4,8,8,0,0
PNN.L,PEGRF,2024-05-01,4,8,8,0,0
NAH.L,NHLPF,2021-12-01,0,0,2,2,4
NAH.L,NHLPF,2021-11-01,0,0,2,2,4
NAH.L,NHLPF,2021-10-01,0,0,2,2,4
NAH.L,NHLPF,2021-09-01,0,0,2,2,4
SVI.TO,SVAUF,2024-08-01,1,8,3,0,0
SVI.TO,SVAUF,2024-07-01,1,7,4,0,0
SVI.TO,SVAUF,2024-06-01,1,7,4,0,0
SVI.TO,SVAUF,2024-05-01,1,7,4,0,0
GSIT,GSIT,2022-11-01,0,0,3,1,2
GSIT,GSIT,2022-10-01,0,0,3,1,2
GSIT,GSIT,2022-09-01,0,0,3,1,2
GSIT,GSIT,2022-08-01,0,0,3,1,2
CARE,CARE,2024-08-01,3,4,1,0,0
CARE,CARE,2024-07-01,3,4,2,0,0
CARE,CARE,2024-06-01,3,4,2,0,0
CARE,CARE,2024-05-01,3,4,2,0,0
ABG.JO,AGRPF,2024-08-01,3,6,3,1,0
ABG.JO,AGRPF,2024-07-01,3,6,3,1,0
ABG.JO,AGRPF,2024-06-01,4,7,1,1,0
ABG.JO,AGRPF,2024-05-01,4,7,1,1,0
IDWM,IDWM,2023-10-01,2,4,1,0,0
IDWM,IDWM,2023-09-01,2,4,1,0,0
IDWM,IDWM,2023-08-01,2,4,1,0,0
IDWM,IDWM,2023-07-01,2,4,1,0,0
SNDL,SNDL,2024-08-01,2,5,1,0,0
SNDL,SNDL,2024-07-01,2,5,1,0,0
SNDL,SNDL,2024-06-01,2,5,1,0,0
SNDL,SNDL,2024-05-01,2,5,1,0,0
601688.SS,HUATF,2024-08-01,7,13,2,0,0
601688.SS,HUATF,2024-07-01,8,12,2,0,0
601688.SS,HUATF,2024-06-01,9,11,2,0,0
601688.SS,HUATF,2024-05-01,9,13,2,0,0
7011.T,MHVYF,2024-08-01,4,11,4,0,0
7011.T,MHVYF,2024-07-01,4,11,3,0,0
7011.T,MHVYF,2024-06-01,4,11,3,0,0
7011.T,MHVYF,2024-05-01,5,10,3,0,0
AAL,AAL,2024-08-01,3,6,14,2,0
AAL,AAL,2024-07-01,4,7,12,2,0
AAL,AAL,2024-06-01,4,7,11,2,0
AAL,AAL,2024-05-01,5,7,9,2,0
PKBO,PKBO,2023-10-01,3,3,1,0,0
PKBO,PKBO,2023-09-01,3,3,1,0,0
